,site,job_title,area,work_location,ingestion_ts,link
423,Upgraded,"Senior Teknisk dokumentatör (Mjukvara), Region Skåne/Skånetrafiken avrop 1828",Systemutvecklare,Malmö,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125751-senior-teknisk-dokumentator-mjukvara-region-skane-avrop-1828/
424,Upgraded,"Projektadministratör, Region Skåne/Skånetrafiken avrop 1827",Projektadministratör,Malmö,2025-09-15 13:53:36,https://upgraded.se/konsultuppdrag/125744-senior-projektadministrator-region-skane-skanetrafiken-avrop-1827/
350,Regent,Senior Interimschef Masteradata,Vi söker en interimschef masterdata med kompetensnivå 4.,Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/919
354,Regent,Lead Business Architect (LBA) – PEGA-Arbetsförmedligen,"Vi söker en erfaren Pega LBA (expert) för heltid i Solna. Du leder krav- och designarbete, driver affärsnytta och coachar teamet i Pega Express och agila metoder.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/915
353,Regent,7 .net utvecklare till Kammarkollegiet-Transpprtstyrelsen,"Systemutvecklare nivå 3 med erfarenhet av .NET, MS SQL och agilt arbetssätt. Mervärde ges för MVC/Blazor, RabbitMQ, Web API, nServiceBus samt offentlig sektor. Start 12 jan. Utgår från Örebro.",Örebro/Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/916
352,Regent,2 Testare till Kammarkollegiet - Transportstyrelsen,"Transportstyrelsen söker 2 Testare. Start 12 jan 2026. Uppdrag på plats, helst i Örebro. Säkerhetsklassning krävs.",Örebro/Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/917
351,Regent,Kravanalytiker till Transportstyrelsen,"Kravanalytiker nivå 3 till Transportstyrelsen, start 12 jan 2026. Uppdrag på plats, helst i Örebro. Säkerhetsklassning krävs.",Örebro/Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/918
344,Regent,Senior IT-arkitekt,"Vi söker Senior IT-arkitekt, med 10+ års erfarenhet. Uppdrag i Sundsvall, 3 dagar/vecka på plats, resterande distans.",Sundsvall,2025-09-15 13:52:46,https://regent.se/uppdrag/925
349,Regent,Hands-on Test Coach-Lumera,"Vi söker en hands-on Test Coach till Lumera Delivery. Fokus: stärka testfallshantering i Jira (XRAY) genom coaching, samarbete och strukturering för både manuella och automatiserade tester.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/920
348,Regent,Senior Data Scientist,"Vi söker en AI-konsult med GCP- och Pythonexpertis för att bygga AI-infrastruktur, träna HR-teamet och migrera modeller. Fokus: kunskapsöverföring, GenAI och operativ självständighet",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/921
347,Regent,ML engineer,"ML Engineer ska bygga AI-infrastruktur inom HR på GCP, ge träning och mentorskap, stärka interna förmågor samt migrera befintliga AI-modeller till en ny skalbar miljö.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/922
346,Regent,IAM/Azure-arkitekt,"Vi söker en erfaren konsult till ett långsiktigt uppdrag inom IAM, Azure och Microsoft-miljöer.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/923
345,Regent,Game Engineer UI/UX,"Vi söker en kreativ och nyfiken utvecklare med djup erfarenhet från spelindustrin, stark teknisk bakgrund i C++ och djup förståelse för UI/UX inom spel.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/924
356,Regent,Systemutvecklare – Lead ServiceNow Developer,Senior Lead ServiceNow Developer för 50% uppdrag. Ansvar för utveckling och förvaltning av äldre ServiceNow-miljö samt handledning av juniora resurser,Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/913
355,Regent,Principal System Architect (PSA)-Pega-Arbetsförmedlingen,"Vi söker en Pega PSA (expert) på ca 10 h/månad. En rådgivande roll för att stötta utvecklingsteamet och coacha inom metodik, arkitektur och Pega Constellation.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/914
361,Regent,Analytics Engineer / Data Engineer,"Vi söker en lösningsdriven Data/Analytics Engineer med erfarenhet av Snowflake, datamodellering och pipelines. Fokus på skalbara datalösningar för analys och machine learning.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/903
357,Regent,Senior ServiceNow Developer,"Senior ServiceNow Developer (Systemutvecklare) för ett deltidsuppdrag (50%). Uppdraget avser utveckling och förvaltning av en äldre, lokalt installerad ServiceNow-miljö.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/912
364,Regent,En Senior Site Reliability Engineer,"Senior SRE sökes för ledande roll – etablera arbetssätt, bygga robusta system och driva molninfrastruktur, CI/CD och observability. Placering 3 dgr/v på huvudkontoret i Stockholm",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/900
358,Regent,Senior Frontendutvecklare med Appkompetens,"Senior frontendutvecklare med appkompetens sökes till uppdrag i Stockholm. Fokus på komponentbaserad utveckling, Android (Kotlin), meriterande iOS, React, GraphQL, Microfrontends. Start sept 2025.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/911
367,Regent,Pega-utvecklare,"Tjänsten omfattar heltidsutveckling inom Pega, teamarbete med backloghantering och en sekundär uppgift med förvaltning och utveckling av API:er (REST-tjänster).",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/895
366,Regent,Data Analytics/Business Translator,Vi söker en erfaren Business Translator konsult inom data och marknadsanalys. Rollen innebär att översätta affärsbehov till analytiska use cases och säkerställa att data blir användbara för beslut,Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/896
365,Regent,Dynamics 365 CE / Power Platform-expert,"Erfaren Dynamics 365 CE/Power Platform-konsult sökes. Fokus på utveckling, integrationer i .Net och tekniskt stöd inom plattformen.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/899
368,Regent,Senior Frontendutvecklare sökes till uppdrag hos kund i Sundsvall,Erfaren Frontendutvecklare med Angular-kompetens till uppdrag i Sundsvall. Start 1 oktober,Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/892
363,Regent,Tech lead-Senior Node.js/Typescript,"Senior NodeJS/TypeScript-utvecklare sökes för tech-lead roll. Etablera kodstandarder, driva best practice och leda team. Placering Stockholm, 4 dagar/vecka på kontoret.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/901
362,Regent,Android Utvecklare,"Vi söker en erfaren Android-utvecklare med Kotlin & Jetpack Compose för att bygga native appar i ett agilt team. Fokus på samarbete, innovation och förstklassig användarupplevelse.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/902
360,Regent,Senior Javautvecklare,"Senior Javautvecklare sökes för att utveckla moderna backend-tjänster och API:er i en mikrotjänstarkitektur med Java Spring Boot, Kafka och OpenShift för en digital plattform.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/908
359,Regent,AML/CTF Utredare,"Vi söker en erfaren AML/CTF-utredare med minst 3 års erfarenhet av penningtvättsutredningar, bolagsstrukturer och sanktioner. Rollen kräver integritet, analysförmåga och flytande svenska/engelska.",Stockholm,2025-09-15 13:52:46,https://regent.se/uppdrag/909
335,Nikita,Upphandlingskonsult,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/upphandlingscontroller/
328,Nikita,API-integrations specialist,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/api-integrations-specialist/
329,Nikita,Project Manager – Financial Market,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/project-manager-financial-market/
330,Nikita,Senior projektledande VVS-konsult,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/senior-projektledande-vvs-konsult/
331,Nikita,AI-konsult till kund inom bygg,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/ai-konsult-till-kund-inom-bygg/
332,Nikita,Senior konsult inom B2B Lending – Product and Credit,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/senior-konsult-inom-b2b-lending-product-and-credit/
333,Nikita,IT-arkitekt till CSN,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/it-arkitekt-till-csn/
327,Nikita,Integrationsutvecklare Azure,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/integrationsutvecklare-azure-2/
334,Nikita,Applikationskonsult/integrationsspecialist,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/9476/
337,Nikita,IT-arkitekt/Systemutvecklare,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/it-arkitekt-systemutvecklare/
336,Nikita,VMware Engineer – Migrering och Infrastruktur,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/vmware-engineer-migrering-och-infrastruktur/
339,Nikita,Safety Subject Matter Expert (SME) Lead,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/9471/
340,Nikita,Projektledare AML,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/projektledare-aml/
341,Nikita,Elektronikkonstruktör,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/elektronikkonstruktor-2/
342,Nikita,Senior Teknisk Projektledare T&T,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/senior-teknisk-projektledare-tt/
343,Nikita,AI Integration Specialist / Machine Learning Engineer,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/ai-integration-specialist-machine-learning-engineer/
338,Nikita,Kravanalytiker/Business Analyst,,,2025-09-15 13:52:08,https://www.nikita.se/lediga-uppdrag/kravanalytiker-business-analyst/
291,Ework,Stadsautomationskonsult,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70808
286,Ework,Customer Support Engineer,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70822
287,Ework,Utvärdering av Lunds kommuns mötes och evenemangstrategi,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70819
288,Ework,Senior Service Designer,,Kista,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70818
289,Ework,Coachning/utveckling av chef på exekutiv nivå ,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70810
290,Ework,Analytiker inom effektmätning och projektuppföljning,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70809
294,Ework,Exchange uppgradering 2016-SE,,Helsingborg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70797
292,Ework,Business Controller,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70803
293,Ework,SAP Senior Project Lead for Successfactors ,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70798
284,Ework,Grupputveckling inom ledningsgrupp,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70826
295,Ework,Data Engineer,,Solna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70795
296,Ework,Systemförvaltare -MET,,Stockholm-Arlanda,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70789
285,Ework,IT-specialist,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70823
281,Ework,Data Analyst - Logistics,,Jonsered,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70840
283,Ework,Project Manager ,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70829
282,Ework,.NET-utvecklare med fokus på DevOps & molnlösningar,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70832
298,Ework,Junior People & Culture Business Partner (Try and hire),,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70781
280,Ework,Associate Project Manager,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70848
279,Ework,Project Manager,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70854
278,Ework,Geoteknisk utredning för ny detaljplan för Bro torg,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70855
277,Ework,Global Project Operations Manager,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70859
276,Ework,Automation Engineer,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70861
275,Ework,FEA Engineer,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70863
274,Ework,Projektledare ledningssystem (NMI),,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70866
273,Ework,Data Engineer / Full Stack Consultant – Digital Twin Project,,Södertälje,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70870
272,Ework,Business Analyst,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70871
271,Ework,Application Developer / Full Stack Consultant – Digital Twin,,Södertälje,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70872
270,Ework,IT Business Analyst,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70873
297,Ework,Ekolog till Förstudie Kafé Sjöstugan ,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70783
301,Ework,Senior Machine Learning Engineer & Data Engineer ,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70769
299,Ework,Package Development Engineer ,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70777
315,Ework,Dokumentationskonsult/ Dokumenteringsingenjör,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70706
268,Ework,Handräckning värmeanläggningar Visingsö,,Visingsö,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70880
326,Ework,Dagvattenutredning Parkering - Älvboda 1:113,,"Gavle, Skutskär",2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70541
325,Ework,Broms Delprojektledare Livslängdssäkring Contessa & Regina,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70542
324,Ework,"Underhållsplan IT/OT-säkerhet – Cer-direktivet , VA",,Söderköping,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70561
323,Ework,Senior Apputvecklare - Android,,Mölndal,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70593
322,Ework,Fältinventering av alléer i Nacka kommun,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70594
321,Ework,Senior Functional Consultant- D365 FnO,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70649
320,Ework,Projektledare HRM,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70652
319,Ework,Kulturintressemätning i Malmö,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70654
318,Ework,Provningsingenjör - mekanisk provning,,Huskvarna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70655
317,Ework,Uppdragsledare,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70677
316,Ework,Teknisk Projektledare,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70692
314,Ework,Delprojektledare Kontrollprogram Anneberg Skanstull,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70713
300,Ework,Mechanical Design Engineer,,Huskvarna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70772
313,Ework,Konstruktör - Motordetaljer,,Huskvarna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70714
312,Ework,"Java AWS (Docker, Kubernetes, Lambda, Cloudformation) - JKPG",,Huskvarna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70715
311,Ework,"Strategi för energieffektivisering, Upplands-Bro kommun",,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70719
310,Ework,AML/CTF Utredare,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70722
309,Ework,Antikvarisk förundersökning och konsekvensbeskrivning,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70726
308,Ework,Buller- och vibrationsutredning för ny detaljplan,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70732
307,Ework,Konsultstöd parkplan för Nacka kommun,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70731
306,Ework,Erbjudandeansvarig och Programledare Fjärrvärme2.0,,Jonkoping,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70733
305,Ework,Trafikutredning för ny detaljplan ”Nya Härneviskolan”,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70734
304,Ework,Dagvattenutredning på Väsjö torg,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70747
303,Ework,Statistiker till befolkningsprognos,,Söderhamn,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70759
302,Ework,IL-Kurs (Indirekt Ledarskap) ,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70764
269,Ework,M365 konsult,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70877
267,Ework,Machine Learning Engineer ,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70881
241,Ework,Fullstackutvecklare - .NET och Azure cloud,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70930
251,Ework,R&D Support Specialist,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70910
266,Ework,Technical Lead - Splunk UBA ,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70883
236,Ework,Projektledare,,Södertälje,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70947
237,Ework,Senior .Net Developer,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70946
238,Ework,Projektledare för upphandling av nytt lönesystem,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70942
239,Ework,Chefshandledning för chef med utmaningar i arbetsgrupp,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70940
240,Ework,Handläggare BAS-U - KVV2,,Lund,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70931
242,Ework,"Projektledare, utveckling och utrullning Lime CRM",,Helsingborg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70929
243,Ework,Teknisk projektledare Larm- och trygghetsområde,,Lulea,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70928
244,Ework,Projektledare ERP,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70926
245,Ework, IT-driftkonsult för Digital Examensplanering ,,Helsingborg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70921
246,Ework,Databricks Platform Lead,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70920
248,Ework,Projektledare,,Södertälje,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70916
249,Ework,Scrum master & Agil coach,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70914
250,Ework,Expert underhåll högvärdeskomponenter tåg,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70912
247,Ework,ICT Network & Security Consultant,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70919
252,Ework,Brandkonsult,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70909
259,Ework,Kvalitetsspecialist i anläggningsprojekt,,Sundbyberg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70898
265,Ework,Vetenskaplig studie-Likvärdig kvalitet i Malmös förskolor,,Malmo,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70884
264,Ework,Organisationskonsulter - Ledarskapsutveckling,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70889
263,Ework,JD Edwards (JDE) Specialist,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70891
253,Ework,Arkitekttjänster för kommersiella lokaler ,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70907
261,Ework,MDP Non-Retail Data Analyst,,"Helsinki, Stockholm",2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70894
260,Ework,Informationsarkitekt,,Stockholm,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70895
262,Ework,Project Support – Review of the customer support,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70893
258,Ework,Solution Architect with PKI Expertise,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70900
257,Ework,Senior Cybersecurity Expert,,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70902
256,Ework,R&D Engineer within mechanical design,,Vasteras,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70903
255,Ework,"Release Train Engineer, Coach",,Solna,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70904
254,Ework,Cybersecurity Expert (Vehicle Platform),,Gothenburg,2025-09-15 13:51:51,https://app.verama.com/sv/job-requests/70906
211,Emagine,Machine Learning Engineer,Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170382/machine-learning-engineer
201,Emagine,Fullstack-utvecklare (Node/TS/React),Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170480/fullstack-utvecklare-nodetsreact
210,Emagine,Advanced Data Analysts (Credit Risk Focus),Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170388/advanced-data-analysts-credit-risk-focus
209,Emagine,Senior Machine Learning Engineer,Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170410/senior-machine-learning-engineer
208,Emagine,New request- Atlassian Technical Engineer,IT Infrastructure & Operations,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170446/new-request-atlassian-technical-engineer
207,Emagine,.Net/AWS developer,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170447/netaws-developer
205,Emagine,Senior Frontend Expert (React Native),Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170467/senior-frontend-expert-react-native
204,Emagine,RFP - Datamigrering - Teamleverans,Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170473/rfp-datamigrering-teamleverans
203,Emagine,Solution Architect / Lead Developer - Digital Procurement,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170477/solution-architect-lead-developer-digital-procurement
202,Emagine,Technical lead for Splunk UBA project track,Project Delivery,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170479/technical-lead-for-splunk-uba-project-track
194,Emagine,Machine Learning Engineer,Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170504/machine-learning-engineer
200,Emagine,Backend-utvecklare (Go),Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170482/backend-utvecklare-go
199,Emagine,Platform Engineer (Node.js/TS),Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170483/platform-engineer-nodejsts
198,Emagine,Platform Engineer (AI Engineering),Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170484/platform-engineer-ai-engineering
197,Emagine,Site Reliability Engineer,IT Infrastructure & Operations,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170485/site-reliability-engineer
196,Emagine,Data and Analytics Engineer with Backend - Digital Procurement ,Data & Analytics,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170492/data-and-analytics-engineer-with-backend-digital-procurement
195,Emagine,Engineering Manager,Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170502/engineering-manager
193,Emagine,Senior Web developer,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170514/senior-web-developer
192,Emagine,Data Analysts ,Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170519/data-analysts
191,Emagine,Talent Acquisition Data & Systems Admin/Coordinator,Other roles,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170533/talent-acquisition-data-and-systems-admincoordinator
213,Emagine,Produkt Designer,"UX, UI & Visual Design",Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170321/produkt-designer
212,Emagine,Test Automation Engineer,Test & QA,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170372/test-automation-engineer
206,Emagine,Backend Architect/Tech Lead (Python + AI),Software Development,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170466/backend-architecttech-lead-python-+-ai
214,Emagine,"Azure DevOps Consultant (Infrastructure, Automation & AWS Migration)",IT Infrastructure & Operations,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170319/azure-devops-consultant-infrastructure-automation-and-aws-migration
224,Emagine,3 X Senior AI Engineers,Data & Analytics,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169889/3-x-senior-ai-engineers
234,Emagine,Swift Developer with strong computer science foundations,Software Development,Malmö Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/167241/swift-developer-with-strong-computer-science-foundations
233,Emagine,Software Engineer (C++),Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/167370/software-engineer-c++
232,Emagine,QA Engineer (automation experience Objective-C or equivalent),Test & QA,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/167889/qa-engineer-automation-experience-objective-c-or-equivalent
231,Emagine,Strong Java Developer with Golang Experience,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/168064/strong-java-developer-with-golang-experience
229,Emagine,Quality Engineer (Web),Test & QA,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/168728/quality-engineer-web
228,Emagine,Business Architect,Strategy & Transformation,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169296/business-architect
227,Emagine,Data Scientist (Within AI),Data & Analytics,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169322/data-scientist-within-ai
226,Emagine,AI Governance Manager,"Risk, Security & Compliance",Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169327/ai-governance-manager
225,Emagine,Fullstackutvecklare React/Kotlin,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169853/fullstackutvecklare-reactkotlin
230,Emagine,Payroll Specialist - EMEA,Other roles,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/168254/payroll-specialist-emea
223,Emagine,2 * Senior Test Automation Engineer IFRS9,Test & QA,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/169949/2-*-senior-test-automation-engineer-ifrs9
219,Emagine,Product/Engineering Leader,Strategy & Transformation,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170174/productengineering-leader
222,Emagine,Machine Learning Engineer,Data & Analytics,Malmö Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170116/machine-learning-engineer
216,Emagine,SAP BTP Integration,ERP & CRM,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170237/sap-btp-integration
217,Emagine,Senior Network Security Engineer,IT Infrastructure & Operations,Stockholm Metropolitan Area,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170233/senior-network-security-engineer
218,Emagine,Databricks Consultant,Data & Analytics,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170209/databricks-consultant
215,Emagine,Backend Engineer - Infrastructure / Platform / Cloud Native,Software Development,,2025-09-15 13:50:58,https://portal.emagine.org/jobs/170316/backend-engineer-infrastructure-platform-cloud-native
